Patient ID,Species,Common Name,Admission Date,Location Found,City Found,County Found
2019-1226,ROPI,Rock Pigeon,5/13/2019,3301 16th Ave S,Seattle,King
2019-1238,HOFI,House Finch,5/13/2019,2356 Yale Ave,Seattle,King
2019-1240,AMRO,American Robin,5/13/2019,Golden Gardens,Seattle,King
2019-1248,RACC,Raccoon,5/14/2019,2317 NE 92nd St,Seattle,King
2019-1249,RACC,Raccoon,5/14/2019,2317 NE 92nd St,Seattle,King
2019-1260,EGSQ,Eastern Gray Squirrel,5/14/2019,151 11th Ave,Seattle,King
2019-1262,EACO,Eastern Cottontail,5/14/2019,7000 32nd Ave S,Seattle,King
2019-1263,EUST,European Starling,5/14/2019,1700 S Shelton St,Seattle,King
2019-1264,EGSQ,Eastern Gray Squirrel,5/15/2019,12528 22nd Ave NE,Seattle,King
2019-1268,AMCR,American Crow,5/15/2019,12558 12th Ave NE,Seattle,King
2019-1284,DEJU,Dark-eyed Junco,5/15/2019,2613 Boylston Ave E,Seattle,King
2019-1285,CANG,Canada Goose,5/15/2019,South Lake Union,Seattle,King
2019-1287,OPUS,Virginia Opossum,5/15/2019,2061 15th Ave W,Seattle,King
2019-1291,OPUS,Virginia Opossum,5/16/2019,28th Ave NE & NE 77th St,Seattle,King
2019-1295,EACO,Eastern Cottontail,5/16/2019,3400 37th Ave SW,Seattle,King
2019-1309,OPUS,Virginia Opossum,5/17/2019,NW 132nd St & 3rd Ave NW,Seattle,King
2019-1312,RACC,Raccoon,5/17/2019,NE 145th St & 8th Ave NE,Seattle,King
2019-1313,RACC,Raccoon,5/17/2019,NE 145th St & 8th Ave NE,Seattle,King
2019-1314,RACC,Raccoon,5/17/2019,NE 145th St & 8th Ave NE,Seattle,King
2019-1316,COHA,Cooper's Hawk,5/17/2019,2061 15th Ave W,Seattle,King
2019-1317,RACC,Raccoon,5/17/2019,NE 140th St and 32nd Ave NE,Seattle,King
2019-1319,EACO,Eastern Cottontail,5/17/2019,10556 41st Pl NE,Seattle,King
2019-1322,AMCR,American Crow,5/17/2019,1660 S Columbian Way,Seattle,King
2019-1323,SPTO,Spotted Towhee,5/17/2019,6236 Palatine Ave N,Seattle,King
2019-1338,EGSQ,Eastern Gray Squirrel,5/19/2019,4731 47th Ave SW,Seattle,King
2019-1354,EACO,Eastern Cottontail,5/19/2019,6553 53rd Ave NE,Seattle,King
2019-1355,EACO,Eastern Cottontail,5/19/2019,6553 53rd Ave NE,Seattle,King
2019-1356,EACO,Eastern Cottontail,5/19/2019,6553 53rd Ave NE,Seattle,King
2019-1357,EACO,Eastern Cottontail,5/19/2019,6553 53rd Ave NE,Seattle,King
2019-1359,EGSQ,Eastern Gray Squirrel,5/19/2019,11536 N Park Ave N,Seattle,King
2019-1369,MALL,Mallard,5/19/2019,2500 W Lake Ave,Seattle,King
2019-1370,MALL,Mallard,5/19/2019,2500 W Lake Ave,Seattle,King
2019-1371,MALL,Mallard,5/19/2019,2500 W Lake Ave,Seattle,King
2019-1372,MALL,Mallard,5/19/2019,2500 W Lake Ave,Seattle,King
2019-1373,MALL,Mallard,5/19/2019,2500 W Lake Ave,Seattle,King
2019-1374,MALL,Mallard,5/19/2019,2500 W Lake Ave,Seattle,King
2019-1401,TOMO,Townsend's Mole,5/20/2019,E Aloha St and 19th Ave E,Seattle,King
2019-1407,HOFI,House Finch,5/20/2019,3200 NW 56th St,Seattle,King
2019-1408,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1409,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1410,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1411,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1412,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1413,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1414,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1415,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1416,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1417,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1418,MALL,Mallard,5/20/2019,Broadway E and Harvard Ave E,Seattle,King
2019-1419,EGSQ,Eastern Gray Squirrel,5/20/2019,2061 15th Ave W,Seattle,King
2019-1420,EGSQ,Eastern Gray Squirrel,5/20/2019,1734 17th Ave,Seattle,King
2019-1431,STJA,Steller's Jay,5/21/2019,4812 37th Ave NE,Seattle,King
2019-1434,BADO,Barred Owl,5/21/2019,Ravenna Ave NE & NE 51st St,Seattle,King
2019-1443,AMCR,American Crow,5/21/2019,Luther Burbank Park,Seattle,King
2019-1447,EACO,Eastern Cottontail,5/21/2019,3900 University Way NE,Seattle,King
2019-1450,EGSQ,Eastern Gray Squirrel,5/21/2019,539 S Donovan St,Seattle,King
2019-1451,EACO,Eastern Cottontail,5/22/2019,1250 1st Ave S,Seattle,King
2019-1478,EGSQ,Eastern Gray Squirrel,5/22/2019,1809 W 145th St,Seattle,King
2019-1479,MALL,Mallard,5/23/2019,Hwy 99,Seattle,King
2019-1480,MALL,Mallard,5/23/2019,Hwy 99,Seattle,King
2019-1481,MALL,Mallard,5/23/2019,Hwy 99,Seattle,King
2019-1482,MALL,Mallard,5/23/2019,Hwy 99,Seattle,King
2019-1483,MALL,Mallard,5/23/2019,Hwy 99,Seattle,King
2019-1484,MALL,Mallard,5/23/2019,Hwy 99,Seattle,King
2019-1485,MALL,Mallard,5/23/2019,Hwy 99,Seattle,King
2019-1486,MALL,Mallard,5/23/2019,Hwy 99,Seattle,King
2019-1487,MALL,Mallard,5/23/2019,Hwy 99,Seattle,King
2019-1488,MALL,Mallard,5/23/2019,Hwy 99,Seattle,King
2019-1490,OPUS,Virginia Opossum,5/23/2019,8742 3rd Ave NW,Seattle,King
2019-1491,OPUS,Virginia Opossum,5/23/2019,8742 3rd Ave NW,Seattle,King
2019-1492,OPUS,Virginia Opossum,5/23/2019,8742 3rd Ave NW,Seattle,King
2019-1493,OPUS,Virginia Opossum,5/23/2019,8742 3rd Ave NW,Seattle,King
2019-1494,OPUS,Virginia Opossum,5/23/2019,8742 3rd Ave NW,Seattle,King
2019-1495,OPUS,Virginia Opossum,5/23/2019,8742 3rd Ave NW,Seattle,King
2019-1496,OPUS,Virginia Opossum,5/23/2019,8742 3rd Ave NW,Seattle,King
2019-1497,OPUS,Virginia Opossum,5/23/2019,8742 3rd Ave NW,Seattle,King
2019-1498,OPUS,Virginia Opossum,5/23/2019,8742 3rd Ave NW,Seattle,King
2019-1500,RACC,Raccoon,5/23/2019,11321 30th Ave NE,Seattle,King
2019-1501,RACC,Raccoon,5/23/2019,11321 30th Ave NE,Seattle,King
2019-1514,AMRO,American Robin,5/23/2019,16th Ave S,Seattle,King
2019-1517,BEWR,Bewick's Wren,5/24/2019,1428 1st Ave N,Seattle,King
2019-1520,EACO,Eastern Cottontail,5/24/2019,4919 NE Laurelcrest Ln,Seattle,King
2019-1523,AMRO,American Robin,5/24/2019,2112 N 143rd St,Seattle,King
2019-1526,AMCR,American Crow,5/24/2019,N 103rd St & Aurora Ave N,Seattle,King
2019-1528,AMCR,American Crow,5/24/2019,Greenlake Park,Seattle,King
2019-1534,DEJU,Dark-eyed Junco,5/24/2019,8008 Stroud Ave N,Seattle,King
2019-1535,SPTO,Spotted Towhee,5/24/2019,11045 17th Ave SW,Seattle,King
2019-1540,AMCR,American Crow,5/25/2019,2061 15th Ave W,Seattle,King
2019-1541,EACO,Eastern Cottontail,5/25/2019,9044 4th Ave SW,Seattle,King
2019-1545,OPUS,Virginia Opossum,5/25/2019,1015 NW 67th St,Seattle,King
2019-1546,OPUS,Virginia Opossum,5/25/2019,1015 NW 67th St,Seattle,King
2019-1547,CANG,Canada Goose,5/25/2019,7400 Sand Point Way NE,Seattle,King
2019-1553,MALL,Mallard,5/25/2019,NE 89th St and Ravana Ave NE,Seattle,King
2019-1554,MALL,Mallard,5/25/2019,N 130th St & Greenwood Ave N,Seattle,King
2019-1558,EACO,Eastern Cottontail,5/25/2019,2565 25th Ave E,Seattle,King
2019-1562,HOFI,House Finch,5/26/2019,806 N 42nd St,Seattle,King
2019-1575,AMCR,American Crow,5/26/2019,E Harrison St & 16th Ave E,Seattle,King
2019-1582,EACO,Eastern Cottontail,5/26/2019,3621 NE 85th St,Seattle,King
2019-1592,EUST,European Starling,5/27/2019,110 W Florentia St,Seattle,King
2019-1593,DEJU,Dark-eyed Junco,5/27/2019,Boren Ave,Seattle,King
2019-1594,GWGU,Glaucous-winged Gull,5/27/2019,8th Ave & Olive Way,Seattle,King
2019-1608,ANHU,Anna's Hummingbird,5/27/2019,321 W Galer St,Seattle,King
2019-1613,EACO,Eastern Cottontail,5/27/2019,2559 21st Ave W,Seattle,King
2019-1622,EACO,Eastern Cottontail,5/28/2019,7600 Sandpoint Way NE,Seattle,King
2019-1628,CANG,Canada Goose,5/28/2019,Woodland Park Zoo,Seattle,King
2019-1629,AMCR,American Crow,5/28/2019,Greenlake Park,Seattle,King
2019-1630,AMCR,American Crow,5/28/2019,1428 21st Ave,Seattle,King
2019-1631,HOMO,House Mouse,5/28/2019,9th Ave & Olive Way,Seattle,King
2019-1633,RACC,Raccoon,5/28/2019,6509 43rd Ave NE,Seattle,King
2019-1634,RACC,Raccoon,5/28/2019,9400 16th Ave SW,Seattle,King
2019-1638,AMCR,American Crow,5/29/2019,1903 NE 82nd St,Seattle,King
2019-1658,ANHU,Anna's Hummingbird,5/29/2019,723 N 94th St,Seattle,King
2019-1664,EACO,Eastern Cottontail,5/29/2019,1516 NE 70th St,Seattle,King
2019-1677,EACO,Eastern Cottontail,5/30/2019,115 NE 91st St,Seattle,King
2019-1678,AMCR,American Crow,5/30/2019,1855 E Shelby St,Seattle,King
2019-1680,AMCR,American Crow,5/30/2019,11111 Aurora Ave N,Seattle,King
2019-1688,EGSQ,Eastern Gray Squirrel,5/30/2019,816 20th Ave,Seattle,King
2019-1691,SPTO,Spotted Towhee,5/30/2019,605 Boylstone Ave E,Seattle,King
2019-1707,ANHU,Anna's Hummingbird,5/31/2019,7037 34th Ave NE,Seattle,King
2019-1724,RACC,Raccoon,6/1/2019,4532 E Laurel Dr NE,Seattle,King
2019-1742,EGSQ,Eastern Gray Squirrel,6/2/2019,337 N 82nd St,Seattle,King
2019-1746,CANG,Canada Goose,6/2/2019,7201 East Green Lake Dr N,Seattle,King
2019-1747,AMCR,American Crow,6/2/2019,5227 36th Ave NE,Seattle,King
2019-1749,AMRO,American Robin,6/2/2019,1000 NE 135th St,Seattle,King
2019-1751,NORA,Norway Rat,6/2/2019,4701 46th Ave NE,Seattle,King
2019-1752,NORA,Norway Rat,6/2/2019,4701 46th Ave NE,Seattle,King
2019-1753,AMCR,American Crow,6/2/2019,6200 30th Ave NE,Seattle,King
2019-1760,RACC,Raccoon,6/2/2019,1900 Harbor Ave SW,Seattle,King
2019-1763,AMCR,American Crow,6/2/2019,4529 Thackeray Pl NE,Seattle,King
2019-1770,HOFI,House Finch,6/3/2019,906 N 91st St,Seattle,King
2019-1771,AMCR,American Crow,6/3/2019,675 Lane Ave,Seattle,King
2019-1776,YUMY,Yuma Myotis,6/3/2019,1837 Broadmore Drive E,Seattle,King
2019-1783,EACO,Eastern Cottontail,6/3/2019,7520 33rd Ave NE,Seattle,King
2019-1784,EACO,Eastern Cottontail,6/3/2019,7520 33rd Ave NE,Seattle,King
2019-1787,RACC,Raccoon,6/3/2019,2401 NE 123rd St,Seattle,King
2019-1802,DEJU,Dark-eyed Junco,6/4/2019,10001 41st Ave NE,Seattle,King
2019-1803,DEJU,Dark-eyed Junco,6/4/2019,10001 41st Ave NE,Seattle,King
2019-1804,DEJU,Dark-eyed Junco,6/4/2019,10001 41st Ave NE,Seattle,King
2019-1806,AMCR,American Crow,6/4/2019,450 N 34th St,Seattle,King
2019-1808,STJA,Steller's Jay,6/4/2019,Jefferson Park Golf Course,Seattle,King
2019-1825,DEJU,Dark-eyed Junco,6/4/2019,12533 1st Ave NW,Seattle,King
2019-1827,AMRO,American Robin,6/4/2019,7435 Orin Ct N,Seattle,King
2019-1836,AMCR,American Crow,6/4/2019,NE 145th St & 19th Ave NE,Seattle,King
2019-1837,AMCR,American Crow,6/4/2019,1100 9th Ave,Seattle,King
2019-1839,BTPI,Band-tailed Pigeon,6/4/2019,11322 23rd Ave NE,Seattle,King
2019-1845,AMCR,American Crow,6/5/2019,Ballard Locks,Seattle,King
2019-1846,ANHU,Anna's Hummingbird,6/5/2019,7031 7th Ave NW,Seattle,King
2019-1854,AMCR,American Crow,6/5/2019,30th Ave NE & NE 70th St,Seattle,King
2019-1856,RACC,Raccoon,6/5/2019,13738 39th Ave NE,Seattle,King
2019-1867,EACO,Eastern Cottontail,6/6/2019,12252 12th Ave NW,Seattle,King
2019-1885,AMCR,American Crow,6/6/2019,2600 Ranier Ave S,Seattle,King
2019-1887,AMCR,American Crow,6/6/2019,7054 14th Ave NW,Seattle,King
2019-1889,AMCR,American Crow,6/7/2019,Mercer St,Seattle,King
2019-1890,RACC,Raccoon,6/7/2019,2308 NE 123rd St,Seattle,King
2019-1891,NOFL,Northern Flicker,6/7/2019,3002 35th Ave W,Seattle,King
2019-1894,AMCR,American Crow,6/7/2019,6739 26th Ave NW,Seattle,King
2019-1903,ROPI,Rock Pigeon,6/7/2019,114 James St,Seattle,King
2019-1907,PEFA,Peregrine Falcon,6/7/2019,W Marginal Way SW & SW Spokane,Seattle,King
2019-1908,EACO,Eastern Cottontail,6/7/2019,2061 15th Ave W,Seattle,King
2019-1909,EUST,European Starling,6/7/2019,12045 North Park Ave N,Seattle,King
2019-1914,AMCR,American Crow,6/8/2019,Boran Ave and Cherry St,Seattle,King
2019-1924,BEWR,Bewick's Wren,6/8/2019,14363 30th Ave NE,Seattle,King
2019-1925,EACO,Eastern Cottontail,6/8/2019,1936 Harbor Ave SW,Seattle,King
2019-1935,NOFL,Northern Flicker,6/9/2019,Jacobsen St,Seattle,King
2019-1942,AMCR,American Crow,6/9/2019,2532 14th Ave W,Seattle,King
2019-1947,GBHE,Great Blue Heron,6/9/2019,11550 Lake City Way NE,Seattle,King
2019-1948,AMCR,American Crow,6/9/2019,E Pine St & 23rd Ave,Seattle,King
2019-1949,EACO,Eastern Cottontail,6/9/2019,2930 S Edmonds St,Seattle,King
2019-1955,ANHU,Anna's Hummingbird,6/9/2019,S Alaska St & 42nd Ave S,Seattle,King
2019-1961,AMCR,American Crow,6/9/2019,7502 3rd Ave NW,Seattle,King
2019-1965,PEFA,Peregrine Falcon,6/10/2019,West Seattle Bridge,Seattle,King
2019-1968,AMCR,American Crow,6/10/2019,3rd Ave & Pike St,Seattle,King
2019-1984,EACO,Eastern Cottontail,6/10/2019,2400 NE 95th St,Seattle,King
2019-1985,EACO,Eastern Cottontail,6/10/2019,2400 NE 95th St,Seattle,King
2019-1989,NOFL,Northern Flicker,6/10/2019,11508 Dayton Ave N,Seattle,King
2019-1995,DEJU,Dark-eyed Junco,6/10/2019,3033 NE 90th St,Seattle,King
2019-1999,EACO,Eastern Cottontail,6/10/2019,2061 15th Ave W,Seattle,King
2019-2000,EUST,European Starling,6/10/2019,1st and Rupublican,Seattle,King
2019-2005,RACC,Raccoon,6/11/2019,2061 15th Ave W,Seattle,King
2019-2008,BCCH,Black-cappped Chickadee,6/11/2019,531 NE 112th St,Seattle,King
2019-2013,NSWO,Northern Saw-whet Owl,6/11/2019,148th Ave SE & SE 256th St,Seattle,King
2019-2031,AMCR,American Crow,6/11/2019,6212 17th Ave NW,Seattle,King
2019-2034,AMRO,American Robin,6/11/2019,1959 NE Pacific St,Seattle,King
2019-2038,EACO,Eastern Cottontail,6/11/2019,1800 NW 65th St,Seattle,King
2019-2058,AMCR,American Crow,6/12/2019,733 15th Ave,Seattle,King
2019-2060,AMRO,American Robin,6/12/2019,9050 Phinney Ave N,Seattle,King
2019-2066,RACC,Raccoon,6/12/2019,14th Ave S & S Nevada,Seattle,King
2019-2068,AMCR,American Crow,6/12/2019,2061 15th Ave W,Seattle,King
2019-2069,AMCR,American Crow,6/12/2019,2061 15th Ave W,Seattle,King
2019-2070,VGSW,Violet-green Swallow,6/12/2019,2061 15th Ave W,Seattle,King
2019-2075,EACO,Eastern Cottontail,6/13/2019,6910 Roosevelt Way NE,Seattle,King
2019-2076,EACO,Eastern Cottontail,6/13/2019,6910 Roosevelt Way NE,Seattle,King
2019-2080,AMCR,American Crow,6/13/2019,4326 S Holly St,Seattle,King
2019-2081,GBHE,Great Blue Heron,6/13/2019,3814 20th Ave SW,Seattle,King
2019-2082,OPUS,Virginia Opossum,6/13/2019,Alaska and 40th,Seattle,King
2019-2087,EACO,Eastern Cottontail,6/13/2019,1941 Edgemont Pl W,Seattle,King
2019-2095,EACO,Eastern Cottontail,6/13/2019,6910 Roosevelt Way NE,Seattle,King
2019-2097,ROPI,Rock Pigeon,6/14/2019,1304 S Stevens St,Seattle,King
2019-2107,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2108,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2109,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2110,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2111,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2112,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2113,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2114,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2115,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2116,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2117,OPUS,Virginia Opossum,6/14/2019,S Transfer Station,Seattle,King
2019-2118,AMCR,American Crow,6/14/2019,4th Ave and Olive Way,Seattle,King
2019-2119,AMCR,American Crow,6/14/2019,1900 5th Ave,Seattle,King
2019-2120,AMCR,American Crow,6/14/2019,3924 Airport Way S,Seattle,King
2019-2123,AMCR,American Crow,6/14/2019,Meridian and 117th,Seattle,King
2019-2130,NOFL,Northern Flicker,6/14/2019,15033 Greenwood Ave N,Seattle,King
2019-2133,EACO,Eastern Cottontail,6/14/2019,5835 Anarbor Ave NE,Seattle,King
2019-2134,EACO,Eastern Cottontail,6/14/2019,5835 Anarbor Ave NE,Seattle,King
2019-2135,EACO,Eastern Cottontail,6/14/2019,5835 Anarbor Ave NE,Seattle,King
2019-2136,EACO,Eastern Cottontail,6/14/2019,5835 Anarbor Ave NE,Seattle,King
2019-2137,RACC,Raccoon,6/14/2019,2061 15th Ave W,Seattle,King
2019-2138,AMCR,American Crow,6/14/2019,2061 15th Ave W,Seattle,King
2019-2139,NOFL,Northern Flicker,6/14/2019,2618 Glenwilde Place E,Seattle,King
2019-2140,AMCR,American Crow,6/14/2019,NW 62nd St and Sycamore Ave,Seattle,King
2019-2146,ANHU,Anna's Hummingbird,6/15/2019,4000 Mason Rd,Seattle,King
2019-2151,EACO,Eastern Cottontail,6/15/2019,1234 Stevendoah Dr E,Seattle,King
2019-2152,BEWR,Bewick's Wren,6/15/2019,540 NE 85th St,Seattle,King
2019-2154,ANHU,Anna's Hummingbird,6/15/2019,2201 SW Holden,Seattle,King
2019-2156,COHA,Cooper's Hawk,6/15/2019,11050 10th Ave SW,Seattle,King
2019-2165,AMCR,American Crow,6/15/2019,4609 14th Ave NW,Seattle,King
2019-2173,EACO,Eastern Cottontail,6/15/2019,Judkins Park,Seattle,King
2019-2174,EACO,Eastern Cottontail,6/15/2019,Judkins Park,Seattle,King
2019-2175,EACO,Eastern Cottontail,6/15/2019,Judkins Park,Seattle,King
2019-2176,NOFL,Northern Flicker,6/15/2019,12th Ave SW and SW Thistle St,Seattle,King
2019-2179,MALL,Mallard,6/15/2019,3015 NW 54th St,Seattle,King
2019-2180,MALL,Mallard,6/15/2019,3015 NW 54th St,Seattle,King
2019-2182,RACC,Raccoon,6/16/2019,2243 14th Ave W,Seattle,King
2019-2183,EGSQ,Eastern Gray Squirrel,6/16/2019,1526 NW 62nd St,Seattle,King
2019-2184,CLSW,Cliff Swallow,6/16/2019,3501 NE 41st St,Seattle,King
2019-2185,EACO,Eastern Cottontail,6/16/2019,950 NW Elford Dr,Seattle,King
2019-2188,RACC,Raccoon,6/16/2019,5200 21st Ave SW,Seattle,King
2019-2189,RACC,Raccoon,6/16/2019,5200 21st Ave SW,Seattle,King
2019-2190,EACO,Eastern Cottontail,6/16/2019,9620 29th Ave NW,Seattle,King
2019-2191,EACO,Eastern Cottontail,6/16/2019,4030 55th Ave SW,Seattle,King
2019-2204,EACO,Eastern Cottontail,6/16/2019,1608 E Garfeild St,Seattle,King
2019-2206,AMCR,American Crow,6/17/2019,10039 29th Ave NE,Seattle,King
2019-2212,EGSQ,Eastern Gray Squirrel,6/17/2019,Greenlake Park,Seattle,King
2019-2213,EGSQ,Eastern Gray Squirrel,6/17/2019,919 30th Ave,Seattle,King
2019-2214,AMCR,American Crow,6/17/2019,153 Newell St,Seattle,King
2019-2215,EACO,Eastern Cottontail,6/17/2019,6821 Ravenna Ave N,Seattle,King
2019-2216,EACO,Eastern Cottontail,6/17/2019,3906 NE Surber Dr,Seattle,King
2019-2242,CAMY,California Myotis,6/17/2019,1154 23rd Ave E,Seattle,King
2019-2246,AMRO,American Robin,6/18/2019,10755 20th Ave NE,Seattle,King
2019-2250,EGSQ,Eastern Gray Squirrel,6/18/2019,Alder St and Erie Ave,Seattle,King
2019-2255,EACO,Eastern Cottontail,6/18/2019,Madison St,Seattle,King
2019-2260,AMCR,American Crow,6/18/2019,1542 NW 63rd St,Seattle,King
2019-2268,COHA,Cooper's Hawk,6/18/2019,1500 37th Ave E,Seattle,King
2019-2275,EACO,Eastern Cottontail,6/18/2019,123 16th Ave,Seattle,King
2019-2276,EACO,Eastern Cottontail,6/18/2019,123 16th Ave,Seattle,King
2019-2277,EACO,Eastern Cottontail,6/18/2019,123 16th Ave,Seattle,King
2019-2278,EACO,Eastern Cottontail,6/18/2019,123 16th Ave,Seattle,King
2019-2279,EACO,Eastern Cottontail,6/18/2019,123 16th Ave,Seattle,King
2019-2289,BTPI,Band-tailed Pigeon,6/19/2019,2121 6th Ave S,Seattle,King
2019-2290,EACO,Eastern Cottontail,6/19/2019,Magnuson Park,Seattle,King
2019-2292,CASJ,California Scrub-jay,6/19/2019,1226 NE 69th St,Seattle,King
2019-2317,DEJU,Dark-eyed Junco,6/19/2019,11738 8th Ave NE,Seattle,King
2019-2318,DEJU,Dark-eyed Junco,6/19/2019,11738 8th Ave NE,Seattle,King
2019-2324,BCCH,Black-cappped Chickadee,6/19/2019,1804 E fir St,Seattle,King
2019-2332,AMCR,American Crow,6/19/2019,12300 28th Ave NE,Seattle,King
2019-2333,AMCR,American Crow,6/19/2019,1400 NW 85th St,Seattle,King
2019-2334,EGSQ,Eastern Gray Squirrel,6/19/2019,1809 16th Ave S,Seattle,King
2019-2335,EGSQ,Eastern Gray Squirrel,6/19/2019,15th Ave NE & NE 96th St,Seattle,King
2019-2344,AMCR,American Crow,6/20/2019,7407 28th Ave NW,Seattle,King
2019-2352,AMCR,American Crow,6/20/2019,1212 N 107th St,Seattle,King
2019-2353,AMRO,American Robin,6/20/2019,11051 34th Ave NE,Seattle,King
2019-2355,BAEA,Bald Eagle,6/20/2019,19733 37th Pl S,Seattle,King
2019-2358,AMRO,American Robin,6/21/2019,401 S Jackson St,Seattle,King
2019-2363,HOFI,House Finch,6/21/2019,97th and 3rd,Seattle,King
2019-2364,HOFI,House Finch,6/21/2019,97th and 3rd,Seattle,King
2019-2367,AMCR,American Crow,6/21/2019,4737 37th Ave SW,Seattle,King
2019-2377,NOFL,Northern Flicker,6/21/2019,8844 24th Ave SW,Seattle,King
2019-2378,HOSP,House Sparrow,6/21/2019,9th Ave and Seneca St,Seattle,King
2019-2379,AMCR,American Crow,6/21/2019,4400 17th Ave NE,Seattle,King
2019-2380,RACC,Raccoon,6/21/2019,4800 SW Niesz Ct,Seattle,King
2019-2386,DEJU,Dark-eyed Junco,6/22/2019,9237 Evanston Ave,Seattle,King
2019-2387,EUST,European Starling,6/22/2019,705 N 94th St,Seattle,King
2019-2390,NOBO,Northern Bobwhite,6/22/2019,8311 22nd NW,Seattle,King
2019-2392,EGSQ,Eastern Gray Squirrel,6/22/2019,12017 2nd Ave NE,Seattle,King
2019-2411,AMCR,American Crow,6/22/2019,5518 3rd Ave NW,Seattle,King
2019-2414,AMCR,American Crow,6/22/2019,5029 46th Ave NE,Seattle,King
2019-2416,PEFA,Peregrine Falcon,6/22/2019,Univesity Bridge,Seattle,King
2019-2427,RACC,Raccoon,6/23/2019,7000 N 41st St,Seattle,King
2019-2428,AMCR,American Crow,6/23/2019,220 18th Ave E,Seattle,King
2019-2429,EACO,Eastern Cottontail,6/23/2019,9505 18th pl NW,Seattle,King
2019-2430,EACO,Eastern Cottontail,6/23/2019,7557 40th Ave NE,Seattle,King
2019-2442,BCCH,Black-cappped Chickadee,6/23/2019,8221 Greenwood Ave N,Seattle,King
2019-2443,BCCH,Black-cappped Chickadee,6/23/2019,8221 Greenwood Ave N,Seattle,King
2019-2456,CANG,Canada Goose,6/23/2019,Gas Works Park,Seattle,King
2019-2457,OPUS,Virginia Opossum,6/23/2019,7700 18th Ave NW,Seattle,King
2019-2469,NOFL,Northern Flicker,6/24/2019,11323 14th Ave NE,Seattle,King
2019-2473,BEWR,Bewick's Wren,6/24/2019,10041 Ashworth Ave N,Seattle,King
2019-2474,AMRO,American Robin,6/24/2019,5754 28th Ave NE,Seattle,King
2019-2478,CASJ,California Scrub-jay,6/24/2019,1213 NE 69th St,Seattle,King
2019-2482,EACO,Eastern Cottontail,6/24/2019,2525 NE 125th St,Seattle,King
2019-2494,AMCR,American Crow,6/24/2019,2100 blk 48th ave sw,Seattle,King
2019-2502,PEFA,Peregrine Falcon,6/24/2019,University Bridge,Seattle,King
2019-2516,NOFL,Northern Flicker,6/25/2019,King Lane NW,Seattle,King
2019-2517,AMRO,American Robin,6/25/2019,8044 16th AVE NW,Seattle,King
2019-2521,EACO,Eastern Cottontail,6/26/2019,1627 10th Ave W,Seattle,King
2019-2524,GRHE,Green Heron,6/26/2019,9725 E. Marginal Way S,Seattle,King
2019-2538,PEFA,Peregrine Falcon,6/26/2019,University Bridge,Seattle,King
2019-2539,DOWO,Downy Woodpecker,6/26/2019,2731 Nob Hill N,Seattle,King
2019-2542,BEWR,Bewick's Wren,6/26/2019,11715 Bartlett Ave NE,Seattle,King
2019-2566,GWGU,Glaucous-winged Gull,6/27/2019,900 12th Ave,Seattle,King
2019-2569,EGSQ,Eastern Gray Squirrel,6/27/2019,12400 NE 42nd St,Seattle,King
2019-2570,AMCR,American Crow,6/27/2019,34th Ave NW & NW 75th St,Seattle,King
2019-2579,NORA,Norway Rat,6/27/2019,2061 15th Ave W,Seattle,King
2019-2580,HOSP,House Sparrow,6/27/2019,1500 Thornduke Ave W,Seattle,King
2019-2596,DEJU,Dark-eyed Junco,6/28/2019,8401 5th Ave NE,Seattle,King
2019-2598,AMCR,American Crow,6/28/2019,929 NW 64th St,Seattle,King
2019-2599,GWGU,Glaucous-winged Gull,6/28/2019,2000 6th Ave,Seattle,King
